Code Language,Prompt ID,Domain,Prompt,Chat GPT o4-mini-high Human Coherence,Chat GPT o4-mini-high Human Completeness,Chat GPT o4-mini-high Human Correctness,Chat GPT o4-mini-high Human Creativity,Chat GPT o4-mini-high Human Helpfulness,Chat GPT o4-mini-high Human Relevance,Chat GPT o4-mini-high Human Style Presentation,Gemini 2.5 pro Human Coherence,Gemini 2.5 pro Human Completeness,Gemini 2.5 pro Human Correctness,Gemini 2.5 pro Human Creativity,Gemini 2.5 pro Human Helpfulness,Gemini 2.5 pro Human Relevance,Gemini 2.5 pro Human Style Presentation,Claude Opus 4 Human Coherence,Claude Opus 4 Human Completeness,Claude Opus 4 Human Correctness,Claude Opus 4 Human Creativity,Claude Opus 4 Human Helpfulness,Claude Opus 4 Human Relevance,Claude Opus 4 Human Style Presentation
JavaScript,394,Media,"Build a pure client-side React application delivered as a single self-contained .tsx file. The app must be written in JavaScript syntax using JSX inside the .tsx file (no strict TypeScript types). It must let users upload single or multiple images (JPEG, PNG, TIFF), extract and display comprehensive metadata (EXIF, IPTC, XMP) entirely in the browser with no server interaction. It should support batch processing, handle large files efficiently, and let users export the collected metadata as JSON or CSV. Ensure compliance with privacy best practices (no data retention, user-only access) and browser security standards. Deliver the solution fully linted, with embedded propTypes where applicable, complete usage instructions as in-file comments, and browser-based tests using a suitable framework (e.g., Playwright or Karma).",4,3,3,2,3,5,3,4,3,3,3,4,5,3,4,4,4,3,4,5,4
JavaScript,394,Media,"Build a pure client-side React application delivered as a single self-contained .tsx file. The app must be written in JavaScript syntax using JSX inside the .tsx file (no strict TypeScript types). It must let users upload single or multiple images (JPEG, PNG, TIFF), extract and display comprehensive metadata (EXIF, IPTC, XMP) entirely in the browser with no server interaction. It should support batch processing, handle large files efficiently, and let users export the collected metadata as JSON or CSV. Ensure compliance with privacy best practices (no data retention, user-only access) and browser security standards. Deliver the solution fully linted, with embedded propTypes where applicable, complete usage instructions as in-file comments, and browser-based tests using a suitable framework (e.g., Playwright or Karma).",5,5,4,5,5,5,5,5,3,3,3,4,5,4,5,5,3,4,5,5,4
JavaScript,395,Media,"I'm a frontend engineer at a live audio platform building a canvas-based visualizer that reacts to both microphone and media streams via the Web Audio API. It should extract real-time waveform and frequency data to render layered visuals such as radial spectrums, tunnel waves, and ambient trails using canvas or shader effects. The system must support dynamic theme and visual mode switching without reload, syncing tightly to beat or tempo changes. It should allow seamless, low-latency input switching and broadcast playback metadata over WebSocket for third-party overlays. A lightweight mobile pairing flow will enable basic remote control. The entire solution must be a single, lint-clean, JSDoc-documented, Jest-tested JavaScript file with no external libraries, and include a short embedding guide for browsers or hybrid apps like Electron.",5,4,4,3,4,5,4,3,3,3,3,3,3,3,3,3,3,3,2,3,3
JavaScript,395,Media,"I'm a frontend engineer at a live audio platform building a canvas-based visualizer that reacts to both microphone and media streams via the Web Audio API. It should extract real-time waveform and frequency data to render layered visuals such as radial spectrums, tunnel waves, and ambient trails using canvas or shader effects. The system must support dynamic theme and visual mode switching without reload, syncing tightly to beat or tempo changes. It should allow seamless, low-latency input switching and broadcast playback metadata over WebSocket for third-party overlays. A lightweight mobile pairing flow will enable basic remote control. The entire solution must be a single, lint-clean, JSDoc-documented, Jest-tested JavaScript file with no external libraries, and include a short embedding guide for browsers or hybrid apps like Electron.",5,4,4,4,5,5,5,4,5,3,4,5,4,5,5,5,4,4,5,5,5
JavaScript,395,Media,"I'm a frontend engineer at a live audio platform building a canvas-based visualizer that reacts to both microphone and media streams via the Web Audio API. It should extract real-time waveform and frequency data to render layered visuals such as radial spectrums, tunnel waves, and ambient trails using canvas or shader effects. The system must support dynamic theme and visual mode switching without reload, syncing tightly to beat or tempo changes. It should allow seamless, low-latency input switching and broadcast playback metadata over WebSocket for third-party overlays. A lightweight mobile pairing flow will enable basic remote control. The entire solution must be a single, lint-clean, JSDoc-documented, Jest-tested JavaScript file with no external libraries, and include a short embedding guide for browsers or hybrid apps like Electron.",5,4,4,4,4,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5
JavaScript,396,Media,"I work at a digital media startup and need a JavaScript client-side video cutter that runs fully in the browser without uploading files. Users should load a local video, set start and end points, preview the selection, and export the trimmed clip using Media Source Extensions and Web APIs. It must support MP4 format, run smoothly on mobile and desktop, and avoid using FFmpeg or any backend. Include a clean UI with duration display and error messages for unsupported files. Put everything into a single file using ES6 modules, and include JSDoc comments throughout. It should handle videos up to 500MB smoothly, run efficiently, and make it easy to tweak the UI design or switch up output formats.",4,4,3,4,3,4,4,4,4,2,4,2,4,5,5,5,4,5,4,5,5
JavaScript,396,Media,"I work at a digital media startup and need a JavaScript client-side video cutter that runs fully in the browser without uploading files. Users should load a local video, set start and end points, preview the selection, and export the trimmed clip using Media Source Extensions and Web APIs. It must support MP4 format, run smoothly on mobile and desktop, and avoid using FFmpeg or any backend. Include a clean UI with duration display and error messages for unsupported files. Put everything into a single file using ES6 modules, and include JSDoc comments throughout. It should handle videos up to 500MB smoothly, run efficiently, and make it easy to tweak the UI design or switch up output formats.",5,4,3,4,4,5,4,5,5,4,5,4,5,5,5,4,3,5,3,4,5
JavaScript,396,Media,"I work at a digital media startup and need a JavaScript client-side video cutter that runs fully in the browser without uploading files. Users should load a local video, set start and end points, preview the selection, and export the trimmed clip using Media Source Extensions and Web APIs. It must support MP4 format, run smoothly on mobile and desktop, and avoid using FFmpeg or any backend. Include a clean UI with duration display and error messages for unsupported files. Put everything into a single file using ES6 modules, and include JSDoc comments throughout. It should handle videos up to 500MB smoothly, run efficiently, and make it easy to tweak the UI design or switch up output formats.",5,5,5,4,5,5,5,5,5,5,5,5,5,4,4,3,4,3,3,4,4
JavaScript,397,Streaming,"I am a streaming platform engineer at a major media-tech company. I need to create a fully functional adaptive bitrate (ABR) video player in a single file using JavaScript. The player must parse HLS, load multi-bitrate video segments, and switch qualities based on simulated/real network conditions and user controls (play, pause, quality select). Implement custom ABR logic no third-party ABR libraries. Log all bitrate and buffer events in UI/console, and handle edge cases (poor network, missing segments, API failure with retries). Mock backend data is required.",5,4,4,4,4,5,4,5,5,5,5,5,5,5,4,4,4,4,4,5,5
JavaScript,397,Streaming,"I am a streaming platform engineer at a major media-tech company. I need to create a fully functional adaptive bitrate (ABR) video player in a single file using JavaScript. The player must parse HLS, load multi-bitrate video segments, and switch qualities based on simulated/real network conditions and user controls (play, pause, quality select). Implement custom ABR logic no third-party ABR libraries. Log all bitrate and buffer events in UI/console, and handle edge cases (poor network, missing segments, API failure with retries). Mock backend data is required.",3,2,3,2,2,4,3,4,4,4,3,4,5,4,5,5,5,4,5,5,5
JavaScript,397,Streaming,"I am a streaming platform engineer at a major media-tech company. I need to create a fully functional adaptive bitrate (ABR) video player in a single file using JavaScript. The player must parse HLS, load multi-bitrate video segments, and switch qualities based on simulated/real network conditions and user controls (play, pause, quality select). Implement custom ABR logic no third-party ABR libraries. Log all bitrate and buffer events in UI/console, and handle edge cases (poor network, missing segments, API failure with retries). Mock backend data is required.",5,4,4,4,4,5,4,5,5,5,4,5,5,5,4,3,3,5,3,4,4
JavaScript,398,Streaming,"Develop a self-contained JavaScript module that adds a live comments overlay to a streaming video platform in compliance with GDPR and WCAG 2.1 accessibility standards. The module must ingest authenticated user comments in real time from major back-ends such as Firebase or custom WebSocket servers, filter offensive content, and render dynamic overlays on top of HLS or DASH playback. Include admin moderation features like comment quarantine and highlights, and ensure integration with popular CDN-delivered video players such as Video.js or Shaka Player. Provide clear in-file documentation covering integration steps, edge cases, and regulatory considerations. Deliver the complete functionality as a single, modern TSX file with test hooks and sample configuration.",5,5,5,5,5,5,5,5,5,5,4,5,5,4,5,5,5,5,5,5,5
JavaScript,398,Streaming,"Develop a self-contained JavaScript module that adds a live comments overlay to a streaming video platform in compliance with GDPR and WCAG 2.1 accessibility standards. The module must ingest authenticated user comments in real time from major back-ends such as Firebase or custom WebSocket servers, filter offensive content, and render dynamic overlays on top of HLS or DASH playback. Include admin moderation features like comment quarantine and highlights, and ensure integration with popular CDN-delivered video players such as Video.js or Shaka Player. Provide clear in-file documentation covering integration steps, edge cases, and regulatory considerations. Deliver the complete functionality as a single, modern TSX file with test hooks and sample configuration.",5,4,4,4,4,5,4,5,5,5,4,5,5,5,5,4,4,4,4,5,4
JavaScript,398,Streaming,"Develop a self-contained JavaScript module that adds a live comments overlay to a streaming video platform in compliance with GDPR and WCAG 2.1 accessibility standards. The module must ingest authenticated user comments in real time from major back-ends such as Firebase or custom WebSocket servers, filter offensive content, and render dynamic overlays on top of HLS or DASH playback. Include admin moderation features like comment quarantine and highlights, and ensure integration with popular CDN-delivered video players such as Video.js or Shaka Player. Provide clear in-file documentation covering integration steps, edge cases, and regulatory considerations. Deliver the complete functionality as a single, modern TSX file with test hooks and sample configuration.",4,5,5,5,5,5,5,5,4,4,4,5,5,5,5,5,5,5,5,5,5
JavaScript,399,Streaming,"I'm a frontend engineer at a global streaming company. Build a single-file, advanced JavaScript ES module (RxJS, MediaSource Extensions API, Axios) for use in React-based video players streaming segmented MP4 videos from multi-region CDNs. The module must expose a configurable API class suitable for instantiation and integration into existing or custom player frameworks. It should support efficient concurrent segment downloads with caching, aggressive in-memory prefetching for instant seeking and sub-200 ms playback starts, and adaptive bitrate switching based on network conditions. Ensure robust error handling such as automatic CDN failover, retries, and checksum validation for segments. Provide seamless adaptive switching among audio/subtitle tracks and support resumable playback after interruptions. Keep your code clean, clear, and suitable for use in a streaming platform.",5,4,4,4,4,5,4,5,5,5,4,5,5,5,5,4,4,4,4,5,4
JavaScript,399,Streaming,"I'm a frontend engineer at a global streaming company. Build a single-file, advanced JavaScript ES module (RxJS, MediaSource Extensions API, Axios) for use in React-based video players streaming segmented MP4 videos from multi-region CDNs. The module must expose a configurable API class suitable for instantiation and integration into existing or custom player frameworks. It should support efficient concurrent segment downloads with caching, aggressive in-memory prefetching for instant seeking and sub-200 ms playback starts, and adaptive bitrate switching based on network conditions. Ensure robust error handling such as automatic CDN failover, retries, and checksum validation for segments. Provide seamless adaptive switching among audio/subtitle tracks and support resumable playback after interruptions. Keep your code clean, clear, and suitable for use in a streaming platform.",4,4,5,4,4,5,4,4,4,5,4,3,5,4,5,5,5,5,5,5,5
JavaScript,399,Streaming,"I'm a frontend engineer at a global streaming company. Build a single-file, advanced JavaScript ES module (RxJS, MediaSource Extensions API, Axios) for use in React-based video players streaming segmented MP4 videos from multi-region CDNs. The module must expose a configurable API class suitable for instantiation and integration into existing or custom player frameworks. It should support efficient concurrent segment downloads with caching, aggressive in-memory prefetching for instant seeking and sub-200 ms playback starts, and adaptive bitrate switching based on network conditions. Ensure robust error handling such as automatic CDN failover, retries, and checksum validation for segments. Provide seamless adaptive switching among audio/subtitle tracks and support resumable playback after interruptions. Keep your code clean, clear, and suitable for use in a streaming platform.",5,4,4,4,4,5,4,5,5,5,5,5,5,5,4,3,3,3,3,4,3
Java,370,E‑Commerce,"I work as a supply chain analyst for an online retailer, I need a basic Java tool that can assist in predicting demand for our products. Each SKU and weekly sales information, including the SKU_ID, Week_Number, and Units_Sold, should be listed in a CSV file that the tool reads. 
 For each SKU, the program should calculate the average demand over the past 8 weeks and then predict the demand for the next 4 weeks. If a product’s weekly sales are too inconsistent (say, with a high standard deviation), it should be flagged in the output so we can review it manually. 
 The tool ought to produce a fresh CSV file containing the anticipated outcomes. No external libraries should be used other than the core Java. To make the code easier to read and maintain, write it in a single Java file with a clean and organized layout.",4,5,5,4,4,5,4,4,4,4,3,3,5,4,5,5,5,5,5,5,5
Java,370,E‑Commerce,"I work as a supply chain analyst for an online retailer, I need a basic Java tool that can assist in predicting demand for our products. Each SKU and weekly sales information, including the SKU_ID, Week_Number, and Units_Sold, should be listed in a CSV file that the tool reads. 
 For each SKU, the program should calculate the average demand over the past 8 weeks and then predict the demand for the next 4 weeks. If a product’s weekly sales are too inconsistent (say, with a high standard deviation), it should be flagged in the output so we can review it manually. 
 The tool ought to produce a fresh CSV file containing the anticipated outcomes. No external libraries should be used other than the core Java. To make the code easier to read and maintain, write it in a single Java file with a clean and organized layout.",5,4,3,3,4,5,4,5,5,5,4,5,5,5,5,5,3,4,4,4,5
Java,370,E‑Commerce,"I work as a supply chain analyst for an online retailer, I need a basic Java tool that can assist in predicting demand for our products. Each SKU and weekly sales information, including the SKU_ID, Week_Number, and Units_Sold, should be listed in a CSV file that the tool reads. 
 For each SKU, the program should calculate the average demand over the past 8 weeks and then predict the demand for the next 4 weeks. If a product’s weekly sales are too inconsistent (say, with a high standard deviation), it should be flagged in the output so we can review it manually. 
 The tool ought to produce a fresh CSV file containing the anticipated outcomes. No external libraries should be used other than the core Java. To make the code easier to read and maintain, write it in a single Java file with a clean and organized layout.",5,5,5,3,5,5,4,5,5,5,3,5,5,5,5,5,5,4,5,5,5
Java,371,E‑Commerce,"Create a high-performance Java application to generate secure, customized order confirmation PDFs for an e-commerce platform. Handle scenarios such as split shipments, backorders, and promotional coupons. Use iText for PDF generation and Bouncy Castle for encrypting sensitive data, following industry best practices. Implement multithreading for handling concurrent order requests efficiently. Optimize PDFs for print and digital use, focusing on file size and image quality. Ensure compliance with data protection regulations. Use Gradle as the build tool. All code must be in a single .java file and follow modern Java standards. Include comprehensive test coverage: unit, integration, and performance tests.",4,2,3,3,2,3,4,3,3,3,3,2,3,4,3,3,2,3,2,4,4
Java,371,E‑Commerce,"Create a high-performance Java application to generate secure, customized order confirmation PDFs for an e-commerce platform. Handle scenarios such as split shipments, backorders, and promotional coupons. Use iText for PDF generation and Bouncy Castle for encrypting sensitive data, following industry best practices. Implement multithreading for handling concurrent order requests efficiently. Optimize PDFs for print and digital use, focusing on file size and image quality. Ensure compliance with data protection regulations. Use Gradle as the build tool. All code must be in a single .java file and follow modern Java standards. Include comprehensive test coverage: unit, integration, and performance tests.",5,5,5,4,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,4
Java,371,E‑Commerce,"Create a high-performance Java application to generate secure, customized order confirmation PDFs for an e-commerce platform. Handle scenarios such as split shipments, backorders, and promotional coupons. Use iText for PDF generation and Bouncy Castle for encrypting sensitive data, following industry best practices. Implement multithreading for handling concurrent order requests efficiently. Optimize PDFs for print and digital use, focusing on file size and image quality. Ensure compliance with data protection regulations. Use Gradle as the build tool. All code must be in a single .java file and follow modern Java standards. Include comprehensive test coverage: unit, integration, and performance tests.",4,3,4,3,5,5,4,5,5,4,4,5,5,5,3,3,3,4,4,4,4
Java,372,E‑Commerce,"I'm a senior backend engineer building a Java Swing GUI application to manage real-time inventory for 10,000+ SKUs. The app should simulate polling stock levels from multiple suppliers with configurable data sources. It must poll high-velocity SKUs every 30 seconds and slow movers every 5 minutes, detect stock-outs instantly, and update the GUI display with live inventory status. The system should support stock reservations during checkout flows, implement circuit breaker logic to handle supplier failures, generate alerts for stock reorder thresholds, and add an audit log panel. Include basic predictive analytics using random forest regression to forecast stock-outs based on sales trends. The entire solution should be coded in a single Java file with clear separation of concerns, making the UI responsive.",5,5,5,4,5,5,4,5,5,5,4,5,5,5,5,5,5,5,5,5,5
Java,372,E‑Commerce,"I'm a senior backend engineer building a Java Swing GUI application to manage real-time inventory for 10,000+ SKUs. The app should simulate polling stock levels from multiple suppliers with configurable data sources. It must poll high-velocity SKUs every 30 seconds and slow movers every 5 minutes, detect stock-outs instantly, and update the GUI display with live inventory status. The system should support stock reservations during checkout flows, implement circuit breaker logic to handle supplier failures, generate alerts for stock reorder thresholds, and add an audit log panel. Include basic predictive analytics using random forest regression to forecast stock-outs based on sales trends. The entire solution should be coded in a single Java file with clear separation of concerns, making the UI responsive.",5,4,4,4,5,5,5,4,3,3,3,4,4,3,4,4,4,4,5,5,4
Java,372,E‑Commerce,"I'm a senior backend engineer building a Java Swing GUI application to manage real-time inventory for 10,000+ SKUs. The app should simulate polling stock levels from multiple suppliers with configurable data sources. It must poll high-velocity SKUs every 30 seconds and slow movers every 5 minutes, detect stock-outs instantly, and update the GUI display with live inventory status. The system should support stock reservations during checkout flows, implement circuit breaker logic to handle supplier failures, generate alerts for stock reorder thresholds, and add an audit log panel. Include basic predictive analytics using random forest regression to forecast stock-outs based on sales trends. The entire solution should be coded in a single Java file with clear separation of concerns, making the UI responsive.",5,4,4,4,5,5,5,5,5,3,4,5,4,5,5,5,5,5,5,5,5
Java,373,E‑Commerce,"As a backend engineer for an e-commerce platform, I need a Java-based rule engine in a single file that dynamically applies shopping cart price rules such as discounts, coupon codes, bulk pricing, and conditional offers based on user segments or cart contents. The solution should be modular, support multiple combinable and exclusive rule types, and include unit-testable logic with clearly documented use cases for easy extension and integration into the checkout pipeline.",5,4,4,3,4,5,4,4,4,4,3,4,5,5,4,5,4,5,5,5,5
Java,373,E‑Commerce,"As a backend engineer for an e-commerce platform, I need a Java-based rule engine in a single file that dynamically applies shopping cart price rules such as discounts, coupon codes, bulk pricing, and conditional offers based on user segments or cart contents. The solution should be modular, support multiple combinable and exclusive rule types, and include unit-testable logic with clearly documented use cases for easy extension and integration into the checkout pipeline.",5,5,5,4,5,5,4,4,4,5,4,5,5,5,5,5,5,5,5,5,5
Java,373,E‑Commerce,"As a backend engineer for an e-commerce platform, I need a Java-based rule engine in a single file that dynamically applies shopping cart price rules such as discounts, coupon codes, bulk pricing, and conditional offers based on user segments or cart contents. The solution should be modular, support multiple combinable and exclusive rule types, and include unit-testable logic with clearly documented use cases for easy extension and integration into the checkout pipeline.",5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5
Java,374,E‑Commerce,"I am a software engineer working for a very popular retail platform. In the last few months, we have been experiencing a decline in sales. To deal with that, I am assigned to develop a Smart Coupon Management System in Java that supports parameters such as user segment (new or returning), product category filter, minimum cart value, expiration date, max uses per user, and generating globally unique alphanumeric codes using secure random generators. The system should also implement logic to verify a submitted coupon (check existence, expiry, usage limits, and minimum cart total). The system should include fraud detection by logging each attempt with a timestamp and client IP and enforce lockout after five failed uses from the same IP or user within one hour. It should also generate targeted coupons for users with abandoned carts based on purchase history. Provide the complete system within a single Java file.",5,5,5,4,5,5,5,5,5,5,5,5,5,5,3,4,4,4,4,5,5
Java,374,E‑Commerce,"I am a software engineer working for a very popular retail platform. In the last few months, we have been experiencing a decline in sales. To deal with that, I am assigned to develop a Smart Coupon Management System in Java that supports parameters such as user segment (new or returning), product category filter, minimum cart value, expiration date, max uses per user, and generating globally unique alphanumeric codes using secure random generators. The system should also implement logic to verify a submitted coupon (check existence, expiry, usage limits, and minimum cart total). The system should include fraud detection by logging each attempt with a timestamp and client IP and enforce lockout after five failed uses from the same IP or user within one hour. It should also generate targeted coupons for users with abandoned carts based on purchase history. Provide the complete system within a single Java file.",5,5,5,4,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5
Java,374,E‑Commerce,"I am a software engineer working for a very popular retail platform. In the last few months, we have been experiencing a decline in sales. To deal with that, I am assigned to develop a Smart Coupon Management System in Java that supports parameters such as user segment (new or returning), product category filter, minimum cart value, expiration date, max uses per user, and generating globally unique alphanumeric codes using secure random generators. The system should also implement logic to verify a submitted coupon (check existence, expiry, usage limits, and minimum cart total). The system should include fraud detection by logging each attempt with a timestamp and client IP and enforce lockout after five failed uses from the same IP or user within one hour. It should also generate targeted coupons for users with abandoned carts based on purchase history. Provide the complete system within a single Java file.",3,2,2,3,2,3,3,5,5,5,4,5,5,5,4,4,4,4,4,4,5
Java,375,CRM,"As a CRM product engineer at a SaaS company, I need to build a Java-based lead scoring system that uses a custom rule engine. The goal is to assign scores to incoming leads based on flexible business rules like their source, industry, and engagement level. These rules should be easy to add or change later without having to rewrite core logic every time. The solution must also account for compliance with data processing policies and integrate cleanly with existing CRM pipelines through standard interfaces with no hard-coded dependencies. Please provide a Java solution in a single code file using only core Java, no third-party libraries. Utilize a lightweight custom rule engine. The code should follow clean architecture, be integration-ready, and include inline comments explaining the rule evaluation flow.",4,3,4,3,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
Java,375,CRM,"As a CRM product engineer at a SaaS company, I need to build a Java-based lead scoring system that uses a custom rule engine. The goal is to assign scores to incoming leads based on flexible business rules like their source, industry, and engagement level. These rules should be easy to add or change later without having to rewrite core logic every time. The solution must also account for compliance with data processing policies and integrate cleanly with existing CRM pipelines through standard interfaces with no hard-coded dependencies. Please provide a Java solution in a single code file using only core Java, no third-party libraries. Utilize a lightweight custom rule engine. The code should follow clean architecture, be integration-ready, and include inline comments explaining the rule evaluation flow.",4,3,4,3,3,5,4,5,5,5,4,5,5,5,3,3,3,3,2,3,4
Java,375,CRM,"As a CRM product engineer at a SaaS company, I need to build a Java-based lead scoring system that uses a custom rule engine. The goal is to assign scores to incoming leads based on flexible business rules like their source, industry, and engagement level. These rules should be easy to add or change later without having to rewrite core logic every time. The solution must also account for compliance with data processing policies and integrate cleanly with existing CRM pipelines through standard interfaces with no hard-coded dependencies. Please provide a Java solution in a single code file using only core Java, no third-party libraries. Utilize a lightweight custom rule engine. The code should follow clean architecture, be integration-ready, and include inline comments explaining the rule evaluation flow.",5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,4
Java,376,CRM,"I manage backend systems for a CRM platform supporting high-volume sales campaigns. I need a Java-based microservice that personalizes email templates using structured customer data such as customer name, company information, and purchase history, along with behavioral signals including lead activity, product views, and recent email interactions. It must support conditional logic (for example, show offer A to premium users), fallback handling for missing data, syntax validation, input sanitization, and output in either HTML or plaintext.
 
 Templates should be reusable across languages and support merge fields, conditional blocks, and inline tracking tags. The service must expose a REST API, be Kubernetes-ready, and include logging, error handling, and a modular design to support new personalization logic such as geolocation or customer tier. Deliver the complete solution in a single, well-documented Java file.",5,5,5,4,4,5,5,5,5,5,4,5,5,5,5,4,5,5,4,5,5
Java,376,CRM,"I manage backend systems for a CRM platform supporting high-volume sales campaigns. I need a Java-based microservice that personalizes email templates using structured customer data such as customer name, company information, and purchase history, along with behavioral signals including lead activity, product views, and recent email interactions. It must support conditional logic (for example, show offer A to premium users), fallback handling for missing data, syntax validation, input sanitization, and output in either HTML or plaintext.
 
 Templates should be reusable across languages and support merge fields, conditional blocks, and inline tracking tags. The service must expose a REST API, be Kubernetes-ready, and include logging, error handling, and a modular design to support new personalization logic such as geolocation or customer tier. Deliver the complete solution in a single, well-documented Java file.",5,4,4,5,4,4,5,5,5,5,5,5,5,5,4,5,4,5,4,5,4
Java,376,CRM,"I manage backend systems for a CRM platform supporting high-volume sales campaigns. I need a Java-based microservice that personalizes email templates using structured customer data such as customer name, company information, and purchase history, along with behavioral signals including lead activity, product views, and recent email interactions. It must support conditional logic (for example, show offer A to premium users), fallback handling for missing data, syntax validation, input sanitization, and output in either HTML or plaintext.
 
 Templates should be reusable across languages and support merge fields, conditional blocks, and inline tracking tags. The service must expose a REST API, be Kubernetes-ready, and include logging, error handling, and a modular design to support new personalization logic such as geolocation or customer tier. Deliver the complete solution in a single, well-documented Java file.",5,5,5,4,5,5,5,5,5,5,4,5,5,5,5,5,5,4,5,5,5
Java,377,CRM,"As a software developer, I need to build a Java tool for enhancing customer interaction management by aggregating all customer activities into a unified, easily reviewable timeline. The tool must be implemented as a console-based (CLI) application. It should allow users to sort, search, and filter activities by type, date, or keywords, and define custom organization rules. The application must be highly customizable, able to automatically highlight significant events, and support data integration from external sources such as CSV files and REST APIs. The solution should efficiently handle thousands of records and provide straightforward viewing features enabling exporting data to CSV format. Please provide the complete solution within a single Java file with proper comments.",4,4,4,3,4,5,4,5,4,5,4,5,5,5,4,2,2,4,2,4,3
Java,377,CRM,"As a software developer, I need to build a Java tool for enhancing customer interaction management by aggregating all customer activities into a unified, easily reviewable timeline. The tool must be implemented as a console-based (CLI) application. It should allow users to sort, search, and filter activities by type, date, or keywords, and define custom organization rules. The application must be highly customizable, able to automatically highlight significant events, and support data integration from external sources such as CSV files and REST APIs. The solution should efficiently handle thousands of records and provide straightforward viewing features enabling exporting data to CSV format. Please provide the complete solution within a single Java file with proper comments.",4,4,4,3,4,5,4,5,5,5,4,5,5,5,5,4,4,4,5,5,4
Java,377,CRM,"As a software developer, I need to build a Java tool for enhancing customer interaction management by aggregating all customer activities into a unified, easily reviewable timeline. The tool must be implemented as a console-based (CLI) application. It should allow users to sort, search, and filter activities by type, date, or keywords, and define custom organization rules. The application must be highly customizable, able to automatically highlight significant events, and support data integration from external sources such as CSV files and REST APIs. The solution should efficiently handle thousands of records and provide straightforward viewing features enabling exporting data to CSV format. Please provide the complete solution within a single Java file with proper comments.",5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,4,4,4,5,5,4
Java,378,Hotel,"I am a backend developer at a hotel chain. I need to build a Java program to manage our room availability calendar. The program should read data from CSV files which include information about guest bookings, maintenance blocks, and linked room types ( such as suites made up of two rooms). It should process this information to keep track of which rooms are available, there should be no overlapping reservations, and output the updated availability calendar in JSON format. For following basic PCI DSS guidelines, the program should avoid storing sensitive guest data and mask personal info like guest names or email addresses in logs. Provide the full solution in a single Java file, with clear comments, proper input checks, and robust error handling.",4,5,5,3,4,5,4,5,5,5,4,5,5,5,4,5,4,3,5,5,4
Java,378,Hotel,"I am a backend developer at a hotel chain. I need to build a Java program to manage our room availability calendar. The program should read data from CSV files which include information about guest bookings, maintenance blocks, and linked room types ( such as suites made up of two rooms). It should process this information to keep track of which rooms are available, there should be no overlapping reservations, and output the updated availability calendar in JSON format. For following basic PCI DSS guidelines, the program should avoid storing sensitive guest data and mask personal info like guest names or email addresses in logs. Provide the full solution in a single Java file, with clear comments, proper input checks, and robust error handling.",5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5
Java,378,Hotel,"I am a backend developer at a hotel chain. I need to build a Java program to manage our room availability calendar. The program should read data from CSV files which include information about guest bookings, maintenance blocks, and linked room types ( such as suites made up of two rooms). It should process this information to keep track of which rooms are available, there should be no overlapping reservations, and output the updated availability calendar in JSON format. For following basic PCI DSS guidelines, the program should avoid storing sensitive guest data and mask personal info like guest names or email addresses in logs. Provide the full solution in a single Java file, with clear comments, proper input checks, and robust error handling.",5,5,5,4,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,5,4
Java,379,Hotel,"I am a lead backend engineer for a global hotel booking platform. I need a single-file, production-ready Java tool that implements a real-time Dynamic Pricing Engine. Pricing should be based on demand, occupancy, booking windows, and seasonal factors. The solution should include robust error handling, logging, and concurrency support where necessary. The code must be well-documented and type-safe.",5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
Java,379,Hotel,"I am a lead backend engineer for a global hotel booking platform. I need a single-file, production-ready Java tool that implements a real-time Dynamic Pricing Engine. Pricing should be based on demand, occupancy, booking windows, and seasonal factors. The solution should include robust error handling, logging, and concurrency support where necessary. The code must be well-documented and type-safe.",5,5,5,4,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5
Java,379,Hotel,"I am a lead backend engineer for a global hotel booking platform. I need a single-file, production-ready Java tool that implements a real-time Dynamic Pricing Engine. Pricing should be based on demand, occupancy, booking windows, and seasonal factors. The solution should include robust error handling, logging, and concurrency support where necessary. The code must be well-documented and type-safe.",5,5,4,4,4,5,5,5,5,5,5,5,5,5,5,5,4,4,5,4,4
C++,380,Gaming,"As a senior game engine programmer working on a 2D arcade-style game, I need a basic yet realistic physics system. It must support rigid body dynamics and collision detection for static (e.g., walls) and dynamic (e.g., moving) objects. The system should handle elastic collisions with friction, using AABB for rectangles and circle-circle for circles. It must run at 60 FPS and include gravity. I also need a debug tool to visualize collisions and forces, with a simple toggle to turn the visualization on or off. The system should be modular for future enhancements but remain simple and efficient. Implement the solution in a single C++23 file.",5,4,4,4,4,5,4,5,5,5,5,5,5,5,4,5,5,5,4,4,4
