Code Language,Prompt ID,Domain,Prompt,Chat GPT o4-mini-high Human Completeness,Chatgpt Human Completeness Justification,Chat GPT o4-mini-high Human Correctness,Chatgpt Human Correctness Justification,Chat GPT o4-mini-high Human Relevance,Chatgpt Human Relevance Justification,Gemini 2.5 pro Human Completeness,Gemini Human Completeness Justification,Gemini 2.5 pro Human Correctness,Gemini Human Correctness Justification,Gemini 2.5 pro Human Relevance,Gemini Human Relevance Justification,Claude Opus 4 Human Completeness,Claude Human Completeness Justification,Claude Opus 4 Human Correctness,Claude Human Correctness Justification,Claude Opus 4 Human Relevance,Claude Opus 4 Human Relevance
Java,379,Hotel,"I am a lead backend engineer for a global hotel booking platform. I need a single-file, production-ready Java tool that implements a real-time Dynamic Pricing Engine. Pricing should be based on demand, occupancy, booking windows, and seasonal factors. The solution should include robust error handling, logging, and concurrency support where necessary. The code must be well-documented and type-safe.",5,"Includes all required components: single file, error handling, concurrency, logging, and extensible data provider.",5,"Code compiles, logic for pricing factors (demand, occupancy, booking window, seasonality) is correct, and error handling is robust.",5,"Fully addresses the prompt, implementing a dynamic pricing engine with concurrency, logging, and type-safety.",5,"Covers all factors: demand, occupancy, booking window, seasonality, and concurrency demonstrations.",5,"Implements all pricing logic accurately, including concurrency and seasonal adjustments. Code is logically sound and compiles.",5,"Fully addresses prompt requirements with concurrency, logging, and pricing logic in a single Java file.",5,"Thoroughly addresses all key factors (demand, occupancy, window, season), error handling, concurrency, and observability.",5,"Fully accurate, robust, thread-safe, and type-safe implementation with sound algorithms, guards, and logical structure.",5,5
Java,379,Hotel,"I am a lead backend engineer for a global hotel booking platform. I need a single-file, production-ready Java tool that implements a real-time Dynamic Pricing Engine. Pricing should be based on demand, occupancy, booking windows, and seasonal factors. The solution should include robust error handling, logging, and concurrency support where necessary. The code must be well-documented and type-safe.",5,"Covers all key requirements: demand/occupancy/seasonal factors, batch pricing, thread-safe execution, structured factor scaling, custom exceptions, logging, and documentation. Dummy data providers are well-labeled for integration.",5,"The code compiles, runs, and handles all specified variables (demand, occupancy, seasonality, booking window) with accurate mathematical operations. It includes proper error handling (try-catch, PricingException, DataException) and concurrency management. Type-safety is ensured with BigDecimal, LocalDate, etc.",5,"Fully addresses the prompt: real-time dynamic pricing, concurrency support, seasonal logic, error handling, logging, and extensibility through a DataProvider.",5,"All major prompt elements are covered: real-time pricing, concurrency (ExecutorService), demand/occupancy/seasonal logic, logging, error handling, and extensibility. Even edge scenarios like thread shutdown and error propagation are addressed.",5,"The implementation adheres to the prompt requirements. It correctly calculates prices using the four specified factors (demand, occupancy, booking window, seasonality). Error handling is robust (try-catch + custom exceptions), and all major classes and operations behave as expected.",5,"The code is highly aligned with the prompt. It models hotel pricing scenarios in real time, supports concurrency, logs relevant information, and includes stubbed interfaces for live data integration.",5,"Every part of the prompt is explicitly addressed: price calculation, factor modeling, extensibility, error handling, logging, and threading. The main method demonstrates how to use the system with sample data.",5,"The code is logically and syntactically sound. It correctly uses all four factors: demand, occupancy, booking window, and seasonality in pricing. Uses BigDecimal for precision. Custom exceptions (PricingException) and logging are handled well. Thread-safe operations with ExecutorService are correct.",5,5
Java,379,Hotel,"I am a lead backend engineer for a global hotel booking platform. I need a single-file, production-ready Java tool that implements a real-time Dynamic Pricing Engine. Pricing should be based on demand, occupancy, booking windows, and seasonal factors. The solution should include robust error handling, logging, and concurrency support where necessary. The code must be well-documented and type-safe.",5,,4,"there's a subtle issue with the ""real-time"" aspect. While the solution provides on-demand pricing calculations, it doesn't implement true real-time continuous price updates or event-driven pricing adjustments that would be expected in a high-frequency hotel booking environment.",5,,5,,5,,5,,5,,4,"there's a significant correctness issue: the code begins with package com.hotelplatform.pricing; which violates the explicit ""single-file"" requirement from the problem statement.",4,4
javascript,390,Social Networking,"I'm a frontend engineer building a privacy-first mobile social app for low-connectivity regions. I need a single-file React module that shows friend suggestions using mutual followers, recent activity, shared interests, and common groups. It should be able to function in offline mode, with easily customizable ranking logic. Include optional peer-to-peer sync using Automerge over secure connection. The UI should be fully responsive. Provide JSDoc comments and a concise integration guide tailored for peer-to-peer, low-bandwidth app. Use the latest tech stack.",4,"Misses some deeper abstraction (e.g., clear separation of sync logic, TS types).",4,Code is valid React Native and matches spec but some Automerge sync logic is not fully robust.,4,Very relevant for a React Native setup; slight mismatch in offline-first architecture for web.,5,Provides exhaustive module + integration details + offline/P2P usage.,5,"Fully type-safe, clean Automerge-ready module in TS with proper state management.",5,"Precisely aligned with all prompt demands including P2P, offline, customizable logic.",5,"Complete module with full TS code, styles, and scalable sync guide.",5,Identical to R2 with strong correctness and adherence to modern TS/React patterns.,5,5
javascript,390,Social Networking,"I'm a frontend engineer building a privacy-first mobile social app for low-connectivity regions. I need a single-file React module that shows friend suggestions using mutual followers, recent activity, shared interests, and common groups. It should be able to function in offline mode, with easily customizable ranking logic. Include optional peer-to-peer sync using Automerge over secure connection. The UI should be fully responsive. Provide JSDoc comments and a concise integration guide tailored for peer-to-peer, low-bandwidth app. Use the latest tech stack.",4,"The solution is largely complete with a working UI, offline persistence, and P2P sync. However, it lacks a loading state, error handling for storage failures, and a mechanism to handle peer discovery or connection establishment, which are critical for P2P in low-bandwidth environments.",4,"The implementation is mostly correct, using React Native with AsyncStorage for offline storage, Automerge for P2P sync, and a responsive FlatList UI. It handles mutual followers, shared interests, common groups, and recent activity in the ranking logic. However, the P2P sync logic has issues: the syncSub variable is undefined in the cleanup function, and the sendToPeer call lacks error handling or peer targeting, which could lead to sync failures in low-connectivity scenarios.",5,,4,"The solution is mostly complete with a UI, ranking logic, and P2P integration guide. However, it lacks offline persistence (e.g., IndexedDB or AsyncStorage) and a loading/error state, which are essential for low-connectivity mobile apps. The P2P hook is a placeholder requiring significant implementation.",5,,5,,5,,5,,5,5
javascript,390,Social Networking,"I'm a frontend engineer building a privacy-first mobile social app for low-connectivity regions. I need a single-file React module that shows friend suggestions using mutual followers, recent activity, shared interests, and common groups. It should be able to function in offline mode, with easily customizable ranking logic. Include optional peer-to-peer sync using Automerge over secure connection. The UI should be fully responsive. Provide JSDoc comments and a concise integration guide tailored for peer-to-peer, low-bandwidth app. Use the latest tech stack.",4,"The response comprehensively covers most requested features, providing a single-file module with customizable ranking logic, offline persistence through AsyncStorage, and P2P synchronization using Automerge. It includes detailed JSDoc comments throughout and provides a practical integration guide with installation steps and usage examples. The UI implementation includes responsive design with dynamic column layouts.",2,"The response contains several major technical issues that significantly impact functionality. The Automerge P2P sync implementation has critical flaws, including improper use of applyChanges and getChanges APIs. The onReceiveSignal callback registration pattern is problematic and could lead to memory leaks. There's also a logical inconsistency in the follow/follower relationship handling - the code adds followers to followees' arrays but calculates mutual connections by looking at followers arrays.",4,"The response directly addresses most core requirements from the prompt, including friend suggestions based on mutual followers, shared interests, common groups, and recent activity. It implements offline functionality, P2P sync capabilities, and responsive UI design. The integration guide is tailored for mobile and low-bandwidth scenarios as requested.",4,"The response provides exceptionally thorough coverage of requirements with comprehensive TypeScript type definitions, detailed utility functions, and extensive documentation. It includes multiple integration scenarios from basic offline usage to advanced P2P synchronization, complete with code examples and customization guidance.",3,"The response demonstrates solid technical implementation with proper TypeScript definitions and correct React patterns. The Automerge integration in the guide uses appropriate APIs like receiveSyncMessage and generateSyncMessage, showing better understanding than many implementations. The suggestion calculation logic is mathematically sound and the performance optimization using useMemo is appropriate.",4,"The response directly addresses all core functional requirements including friend suggestions based on mutual connections, shared interests, common groups, and recent activity. It successfully implements offline capabilities, customizable ranking logic, P2P synchronization with Automerge, and responsive design.",5,"The response provides exceptionally comprehensive coverage that goes beyond the basic requirements. It includes extensive configuration options, multiple state management scenarios (loading, empty, error states), network status monitoring, offline indicators, and sophisticated caching strategies.",3,"The response demonstrates solid technical implementation with proper React patterns, hooks usage, and modern JavaScript practices. The Automerge integration uses appropriate APIs and the scoring algorithm is mathematically sound. Error handling is present in async operations and the component properly manages state transitions.",4,4
javascript,391,Social Networking,"You are a senior backend engineer at a social networking company. Design a real-time chat system using JavaScript and WebSockets. Build the entire solution in a single file. Users must send private and group messages instantly after authentication. Use either the native WebSocket API or a major Node.js library. On connection, enforce authentication and make sure every message comes from the correct user. Support users joining and leaving. Handle disconnects and errors. Allow creation of chat rooms and switching between them. Deliver all messages in the exact order sent, and confirm receipt to clients. Plan for problems like dropped connections, invalid messages, or unauthorized actions. Keep your code clean, clear, and suitable for use in a modern social platform.",4,"Mostly complete with authentication, messaging, room operations, and basic error handling. Gaps include no history retrieval on join, limited disconnect recovery (client reconnects but loses state), and no rate-limiting or advanced security features. The heartbeat system is present but rudimentary.",4,"The implementation is mostly correct, using the ws library for WebSockets and JWT for authentication. It handles private and group messages, room creation/switching, and delivery receipts with a global message ID for ordering. However, issues include no explicit persistence (in-memory storage is fragile), potential race conditions in broadcast due to concurrent sends, and lack of input validation (e.g., XSS risks in text fields). Heartbeats work but lack configurable timeouts.",5,,4,"The solution is largely complete, including a working server, message routing, and room management. However, it lacks a client-side example beyond comments, and features like message persistence or reconnection logic are absent, which are critical for a modern social platform.",4,"The implementation using the ws library is mostly correct. It enforces authentication via a token in the URL, supports private and group messaging, and handles join/leave events. Message ordering is preserved due to WebSocket's TCP foundation, and an acknowledgment system (ack) confirms receipt. However, there are minor issues: the authenticateUser function is a mock with hardcoded tokens, which could lead to security vulnerabilities in production, and disconnect handling doesn’t fully notify all affected rooms of a user’s departure (only those they were explicitly in). Error handling is present but could be more robust (e.g., no retry logic for failed messages).",5,,5,,5,,5,5
javascript,391,Social Networking,"You are a senior backend engineer at a social networking company. Design a real-time chat system using JavaScript and WebSockets. Build the entire solution in a single file. Users must send private and group messages instantly after authentication. Use either the native WebSocket API or a major Node.js library. On connection, enforce authentication and make sure every message comes from the correct user. Support users joining and leaving. Handle disconnects and errors. Allow creation of chat rooms and switching between them. Deliver all messages in the exact order sent, and confirm receipt to clients. Plan for problems like dropped connections, invalid messages, or unauthorized actions. Keep your code clean, clear, and suitable for use in a modern social platform.",5,"This response thoroughly covers all specified requirements without omission. It provides both server-side WebSocket handling and a functional HTML/JavaScript client, complete setup instructions, authentication enforcement, room management, message ordering via global IDs, delivery receipts, heartbeat mechanisms for connection health, and comprehensive error handling. The explanation includes production considerations and scalability notes.",4,"The code demonstrates strong technical accuracy with proper WebSocket implementation using the 'ws' library, correct JWT authentication flow, and sound message routing logic. The solution handles core chat functionality including private/group messaging, room management, and connection lifecycle correctly.",5,"The response directly and comprehensively addresses every aspect of the prompt. It implements a real-time chat system using WebSockets in a single file, enforces authentication, supports private and group messaging, handles room creation/switching, implements message ordering and delivery confirmation, and includes robust error handling for disconnects and unauthorized actions.",4,"The response thoroughly covers most specified requirements including server-side WebSocket handling, authentication enforcement, room management, message delivery with ACKs, and comprehensive error handling. The design philosophy section and detailed client usage examples in comments are valuable additions. However, unlike some solutions, it lacks an actual runnable client implementation, providing only server-side code with theoretical client examples, which makes immediate testing more challenging.",4,"The code demonstrates strong technical accuracy with proper WebSocket server implementation, correct authentication flow via query string tokens, and sound message routing logic. The solution correctly handles room management, private/group messaging, and connection lifecycle. However, there's a potential security concern in the authenticateUser function's reverse lookup mechanism that could create fallback users for unauthorized access, and the authentication method using query strings is less secure than the JWT approach mentioned in the comments.",5,"The response directly and comprehensively addresses all aspects of the prompt. It implements a real-time chat system using WebSockets in a single file, enforces authentication on connection, supports private and group messaging, handles room creation and management, implements message ordering and delivery confirmation through ACKs, and includes robust error handling for disconnects and unauthorized actions.",5,"This response thoroughly covers all specified requirements and goes beyond expectations. It provides both comprehensive server-side implementation and a fully functional HTML/JavaScript client, complete authentication system with registration/login endpoints, room management with creation/joining/leaving, message delivery with read/delivery receipts, typing indicators, user online/offline status, message history, and extensive error handling.",4,"The code demonstrates excellent technical accuracy with proper Socket.IO implementation, correct JWT authentication flow, and robust message handling logic. The solution correctly implements all core chat functionality including private/group messaging, room management, and connection lifecycle. The authentication middleware is properly structured, message routing is sound, and error handling is comprehensive.",5,5
javascript,391,Social Networking,"You are a senior backend engineer at a social networking company. Design a real-time chat system using JavaScript and WebSockets. Build the entire solution in a single file. Users must send private and group messages instantly after authentication. Use either the native WebSocket API or a major Node.js library. On connection, enforce authentication and make sure every message comes from the correct user. Support users joining and leaving. Handle disconnects and errors. Allow creation of chat rooms and switching between them. Deliver all messages in the exact order sent, and confirm receipt to clients. Plan for problems like dropped connections, invalid messages, or unauthorized actions. Keep your code clean, clear, and suitable for use in a modern social platform.",4,"The response covers all major requirements including authentication, private/group messaging, room management, error handling, and message ordering. However, it lacks some advanced features that would make it more production-ready, such as message history retrieval, detailed user presence management, or sophisticated reconnection logic. The client-side implementation is also quite basic compared to what might be expected in a modern social platform.",1,"It demonstrates a solid technical implementation with proper WebSocket handling using the ws library and correct JWT authentication mechanisms. The code correctly implements message routing, room management, and user authentication as specified. However, there is a notable concern with the global message counter approach (globalMsgId += 1), which could potentially create race conditions in high-concurrency scenarios where multiple messages are processed simultaneously, leading to potential message ordering issues or duplicate IDs.",5,,5,,5,,5,,5,,4,"The implementation is technically sound with proper authentication, message handling, and state management. The use of Socket.IO provides robust connection handling and fallback mechanisms. However, the response loses points for not adhering to the specific technical requirement in the prompt, which asked for ""native WebSocket API or a major Node.js library"" with examples pointing to the ws library, while this solution uses Socket.IO instead.",3,3
javascript,392,Social Networking,"I'm a media-tech engineer build me a single-file JavaScript ES module plugin that analyzes live video metadata like bitrate, resolution, and frame stats, then adjusts streaming quality dynamically through compatible DASH or HLS players. The plugin should follow MPEG-DASH standards, respect GDPR data rules and avoid HEVC licensing risks by excluding any encoding, decoding, or redistribution. It must expose real-time metrics via REST or WebSocket APIs and render a live in-page chart using Canvas or D3.js. Deliver a lint-clean, fully JSDoc-annotated module with inline Jest tests and a concise README covering setup, usage, and compliance.",4,"While it covers the main requirements, several aspects are incomplete. Frame stats are acknowledged but skipped, quality adjustment logic is too basic for production use, no D3.js alternative is provided, Jest tests are minimal (only 2 basic tests), and GDPR compliance is superficial (just a boolean flag). The README is concise but lacks depth.",3,"The code is syntactically correct and follows ES module standards, but has several implementation issues. The quality adjustment logic is overly simplistic (just comparing bitrates with arbitrary thresholds), the WebSocket server mixing won't work in browser environments, and accessing internal hls.js properties (_bufferController) is fragile. The chart scaling factor (5000) appears arbitrary without justification.",5,"Perfectly addresses the prompt requirements - covers DASH/HLS players, metadata analysis, dynamic quality adjustment, REST/WebSocket APIs, Canvas charting, GDPR considerations, and MPEG-DASH standards compliance. Every major requirement is addressed.",5,"This is significantly more complete than typical implementations. Includes comprehensive player attachment/detachment, robust error handling, sophisticated ABR logic based on dropped frames, extensive Jest test coverage (7 meaningful tests), detailed compliance statements, thorough README with multiple usage examples, and proper cleanup mechanisms. Frame stats are actually implemented rather than skipped.",4,"The code is syntactically sound with proper ES module structure and JSDoc annotations. Player integration logic is more robust than typical implementations, with proper event handling for both DASH.js and HLS.js. The Canvas chart implementation is functional and the quality adjustment logic is more sophisticated. Minor deduction for assuming global availability of dashjs and Hls objects, which could cause runtime errors in some bundling scenarios.  Relevance: 5/5",5,"Perfectly addresses all prompt requirements - DASH/HLS compatibility, metadata analysis, dynamic quality adjustment, API exposure via CustomEvents (enabling REST/WebSocket integration), Canvas-based charting, GDPR compliance statements, HEVC risk avoidance, and comprehensive documentation. Every specified requirement is thoughtfully implemented.",5,"ery comprehensive implementation with extensive Jest tests (10+ meaningful test cases), robust configuration management, multi-factor quality adjustment logic, comprehensive metrics collection, proper lifecycle management, and thorough documentation including README and usage examples. The GDPR data sanitization is well-implemented. Minor deduction for the mocked API implementations which would require additional work to become functional.",4,"The code is syntactically sound with proper ES module structure and comprehensive JSDoc annotations. The quality adjustment logic is well-reasoned with multiple threshold considerations, and the Canvas chart implementation is functional. However, there are some implementation concerns: the WebSocket and REST servers are mocked rather than functional, some player API calls may not be accurate across different player versions, and the chart scaling could have issues with extreme values. The overall structure is solid but needs refinement for production use.",5,5
javascript,392,Social Networking,"I'm a media-tech engineer build me a single-file JavaScript ES module plugin that analyzes live video metadata like bitrate, resolution, and frame stats, then adjusts streaming quality dynamically through compatible DASH or HLS players. The plugin should follow MPEG-DASH standards, respect GDPR data rules and avoid HEVC licensing risks by excluding any encoding, decoding, or redistribution. It must expose real-time metrics via REST or WebSocket APIs and render a live in-page chart using Canvas or D3.js. Deliver a lint-clean, fully JSDoc-annotated module with inline Jest tests and a concise README covering setup, usage, and compliance.",2,"Missing several key requirements - no proper REST API implementation, chart is very basic (single line), limited GDPR compliance implementation, minimal JSDoc coverage, and lacks comprehensive testing.",3,Has basic DASH/HLS integration but contains several technical issues. The quality adjustment logic is overly simplistic (20% change triggers). WebSocket server setup assumes Node.js environment which conflicts with browser-based implementation. Some API calls may not work correctly across different player versions.,4,Addresses the core requirements of video metadata analysis and quality adjustment for DASH/HLS players.,5,,5,,5,,4,Covers most requirements well but WebSocket/REST implementations are mock/placeholder rather than fully functional.,4,Generally correct implementation with proper DASH/HLS handling. Some mock implementations for WebSocket/REST servers are noted appropriately.,5,5
javascript,392,Social Networking,"I'm a media-tech engineer build me a single-file JavaScript ES module plugin that analyzes live video metadata like bitrate, resolution, and frame stats, then adjusts streaming quality dynamically through compatible DASH or HLS players. The plugin should follow MPEG-DASH standards, respect GDPR data rules and avoid HEVC licensing risks by excluding any encoding, decoding, or redistribution. It must expose real-time metrics via REST or WebSocket APIs and render a live in-page chart using Canvas or D3.js. Deliver a lint-clean, fully JSDoc-annotated module with inline Jest tests and a concise README covering setup, usage, and compliance.",4,"Covers most features like polling, REST/WS, Canvas chart, tests, and README, but lacks full frame stats, proper HLS import, and D3.js option.",3,"Syntactically valid with basic player integration, but stats gathering is incomplete (e.g., no frame stats, approximations) and quality adjustment logic may not function reliably.",4,"Directly targets metadata analysis, quality adjustment, metrics exposure, and charting while adhering to MPEG-DASH, GDPR, and no HEVC risks",5,"Fully covers all requirements including frame stats, dynamic ABR, event-based APIs, Canvas chart, JSDoc, tests, and README.",4,"Accurate integrations and metrics logic, but assumes global player objects and simplistic ABR may fail in edge cases.",5,"Precisely matches prompt with metadata analysis, quality adjustment, APIs, charting, and compliance to standards/GDPR/HEVC avoidance.",5,"Covers most elements like metrics collection, ABR, Canvas chart, tests, JSDoc, and README, but WS/REST implementations are incomplete mocks.",3,"Syntactically valid with working logic for metrics and charting, but WS/REST are mocked (not functional in browser) and some methods (e.g., stall counting) lack robustness.",5,5
javascript,393,Social Networking,"You work at a social networking company and noticed users keep losing their posts when wifi cuts out or their phone loses signal - it's becoming a real problem that's making people frustrated. Create a React component using TypeScript for the Offline Draft Storage topic that saves what users are typing (posts, comments) directly in their browser using IndexedDB, checks if they're connected to the internet, and take a confirmation to uploads their saved drafts once they're back online. Make sure it shows users when their drafts get recovered and handles basic text content. Build this as one TypeScript file with React hooks, proper type definitions, and simple instructions for how to use it in a project. Make sure to provide everything in a single TypeScript file.",3,"Missing auto-save functionality during typing, lacks visual connection status indicators, limited user feedback mechanisms, and no draft preview/confirmation features.",4,Limited error handling and basic implementation approach.,5,,4,Minor missing features like advanced notifications.,5,,5,,5,,5,,4,4
javascript,393,Social Networking,"You work at a social networking company and noticed users keep losing their posts when wifi cuts out or their phone loses signal - it's becoming a real problem that's making people frustrated. Create a React component using TypeScript for the Offline Draft Storage topic that saves what users are typing (posts, comments) directly in their browser using IndexedDB, checks if they're connected to the internet, and take a confirmation to uploads their saved drafts once they're back online. Make sure it shows users when their drafts get recovered and handles basic text content. Build this as one TypeScript file with React hooks, proper type definitions, and simple instructions for how to use it in a project. Make sure to provide everything in a single TypeScript file.",5,"Covers all specified features, including saving/recovering drafts, recovery notifications, online prompts, basic text handling, hooks, types, and usage instructions in a single file.",5,"The code is syntactically and logically accurate, with proper IndexedDB transactions, async handling, and connectivity event listeners that function as intended without errors.",5,"Fully aligns with the prompt by focusing on offline draft saving for social network text inputs, connectivity checks, and upload confirmation.",4,"Covers most requirements including auto-saving, recovery display, confirmation (via restore/discard), and instructions, but the upload process requires manual submission after restoration rather than direct confirmed upload.",5,"The code is syntactically and logically sound, with proper IndexedDB initialization, async operations, event listeners, and debounced saving that handle edge cases like uninitialized DB without errors.",5,"Directly addresses the prompt's focus on offline draft saving for social text inputs, connectivity checks, recovery notifications, and upload confirmation in a single file.",5,"Includes all elements like multi-draft support, notifications, prompts, hooks, and instructions.",5,"Accurate IndexedDB ops, async handling, and features like debouncing work flawlessly.",5,5
javascript,393,Social Networking,"You work at a social networking company and noticed users keep losing their posts when wifi cuts out or their phone loses signal - it's becoming a real problem that's making people frustrated. Create a React component using TypeScript for the Offline Draft Storage topic that saves what users are typing (posts, comments) directly in their browser using IndexedDB, checks if they're connected to the internet, and take a confirmation to uploads their saved drafts once they're back online. Make sure it shows users when their drafts get recovered and handles basic text content. Build this as one TypeScript file with React hooks, proper type definitions, and simple instructions for how to use it in a project. Make sure to provide everything in a single TypeScript file.",4,"Covers the essential features: saving drafts offline, recovering them, and uploading drafts once back online. However, it lacks finer points like better error handling, network retries, and a more sophisticated draft upload flow. Testing is also minimal.",4,"The functionality is mostly correct. The component saves drafts to IndexedDB, checks connectivity status, and recovers drafts. However, there is no AudioContext.resume() for modern autoplay handling and no cleanup for media streams, which could lead to resource leaks. Draft recovery is basic, with no advanced network error handling or retry logic.",5,,4,Covers most features but misses advanced handling of edge cases like intermittent network failures or retry mechanisms. The draft upload process lacks sophisticated user feedback or failure handling.,4,"Implements all the core requirements well, including IndexedDB usage, network detection, and draft uploads. Some minor issues with error handling and draft upload retries under network failure conditions.",5,,5,,4,"Implements all the core requirements well, including IndexedDB usage, network detection, and draft uploads. Some minor issues with error handling and draft upload retries under network failure conditions.",5,5
javascript,394,Media,"Build a pure client-side React application delivered as a single self-contained .tsx file. The app must be written in JavaScript syntax using JSX inside the .tsx file (no strict TypeScript types). It must let users upload single or multiple images (JPEG, PNG, TIFF), extract and display comprehensive metadata (EXIF, IPTC, XMP) entirely in the browser with no server interaction. It should support batch processing, handle large files efficiently, and let users export the collected metadata as JSON or CSV. Ensure compliance with privacy best practices (no data retention, user-only access) and browser security standards. Deliver the solution fully linted, with embedded propTypes where applicable, complete usage instructions as in-file comments, and browser-based tests using a suitable framework (e.g., Playwright or Karma).",4,"Covers core features like batch handling and exports, but large file efficiency is implicit (via exifr) and tests are commented rather than integrated.",4,"Valid React code with proper exifr usage and exports, but includes minor TS typing despite prompt's ""no strict TypeScript types"" rule",5,"Directly matches prompt with client-side upload, extraction, export, privacy, and testing in a single .tsx file.",5,"Fully covers uploads, extraction (EXIF/IPTC/XMP), display, exports, privacy, propTypes, instructions, and Playwright tests (as commented code).",4,"Valid React/JSX code with proper ExifReader usage and exports, but relies on CDN dependencies and in-browser Babel, risking compatibility issues.",4,"Precisely addresses prompt with client-side extraction, batch handling, exports, privacy, and testing in a single .tsx file.",5,"Includes all features like validation, grouped display, exports, instructions, and full test suite code",4,"Accurate React/JSX code with proper exifr/papaparse integration, async batch handling, and error management.",5,5
javascript,394,Media,"Build a pure client-side React application delivered as a single self-contained .tsx file. The app must be written in JavaScript syntax using JSX inside the .tsx file (no strict TypeScript types). It must let users upload single or multiple images (JPEG, PNG, TIFF), extract and display comprehensive metadata (EXIF, IPTC, XMP) entirely in the browser with no server interaction. It should support batch processing, handle large files efficiently, and let users export the collected metadata as JSON or CSV. Ensure compliance with privacy best practices (no data retention, user-only access) and browser security standards. Deliver the solution fully linted, with embedded propTypes where applicable, complete usage instructions as in-file comments, and browser-based tests using a suitable framework (e.g., Playwright or Karma).",3,"While it meets the core requirements (extract metadata, save to IndexedDB, export options), it lacks robustness. The batch processing is not scalable, no advanced metadata formats are handled (e.g., geolocation), and there's no fail-safe for large image files. Missing retry mechanisms or error handling for network failures when exporting.",3,"The core functionality is there saving metadata to IndexedDB, extracting metadata, and exporting. However, it's too basic. There's no handling for corrupted or unsupported files, and batch processing isn't optimized for larger images. The metadata extraction also seems to only focus on the basic set, ignoring more complex edge cases like missing fields or incomplete metadata.",5,,3,"It covers all essential features (saving drafts, extracting metadata, and exporting), but lacks scalability for larger files and advanced error handling. The solution is not robust enough to handle cases with large batches, corrupted files, or files without metadata.",3,"It correctly handles metadata extraction but doesn’t explain or address performance optimizations for large files or how corrupted images are handled. The batch processing is inefficient, and file uploads can fail if the images are too large. There’s no retry or error-handling for extraction failures, and the metadata extraction seems limited.",5,,4,"While it provides the basic functionality, there’s no robust handling of batch uploads, corrupted files, or user feedback during extraction. It handles single files well but doesn’t scale well with large images or complex file types.",4,"While it correctly handles metadata extraction and saving, the error handling is still lacking, especially when files don’t have metadata or when there’s a failed extraction. There's no feedback for users when extraction fails, and the metadata extraction isn’t robust enough for every edge case.",5,5
javascript,394,Media,"Build a pure client-side React application delivered as a single self-contained .tsx file. The app must be written in JavaScript syntax using JSX inside the .tsx file (no strict TypeScript types). It must let users upload single or multiple images (JPEG, PNG, TIFF), extract and display comprehensive metadata (EXIF, IPTC, XMP) entirely in the browser with no server interaction. It should support batch processing, handle large files efficiently, and let users export the collected metadata as JSON or CSV. Ensure compliance with privacy best practices (no data retention, user-only access) and browser security standards. Deliver the solution fully linted, with embedded propTypes where applicable, complete usage instructions as in-file comments, and browser-based tests using a suitable framework (e.g., Playwright or Karma).",5,,4,,5,,3,,3,,5,,5,,3,"Mostly sound React code, but test syntax issues and CSS-in-JS hover problems",5,5
javascript,395,Media,"I'm a frontend engineer at a live audio platform building a canvas-based visualizer that reacts to both microphone and media streams via the Web Audio API. It should extract real-time waveform and frequency data to render layered visuals such as radial spectrums, tunnel waves, and ambient trails using canvas or shader effects. The system must support dynamic theme and visual mode switching without reload, syncing tightly to beat or tempo changes. It should allow seamless, low-latency input switching and broadcast playback metadata over WebSocket for third-party overlays. A lightweight mobile pairing flow will enable basic remote control. The entire solution must be a single, lint-clean, JSDoc-documented, Jest-tested JavaScript file with no external libraries, and include a short embedding guide for browsers or hybrid apps like Electron.",4,"Includes all major features but uses manual BPM setting rather than automatic tempo extraction. Tests focus on interface validation, not behavioral or rendering coverage.",4,"Web Audio pipeline and canvas rendering work correctly, but lacks AudioContext.resume() and stream cleanup on input switch. Metadata broadcast is probabilistic, not tempo-locked.",5,,3,"Implements requested features but completely skips tempo syncing, which is explicitly called for. Beat detection is simplistic (energy average only), no true BPM or beat alignment. Tests do not cover visual rendering, beat logic, or failure handling.",3,"Major gaps: no audioContext.resume() (required by autoplay policies), no cleanup of mic/media streams (stream.getTracks().stop()), and WebSocket reconnect logic is overly naive and could cause retry storms without backoff or connection state tracking.",3,Covers all prompt points but includes a full WebSocket server and HTML UI in the same response diluting the “single JS file” constraint from the prompt. Embedding guide is good but bloated with peripheral content.,3,"Implements beat detection and tempo tracking, but only superficially validates BPM. No visualization fallback if WebSocket or pairing fails. Mobile flow lacks any live example or real UI markup.",3,"While core logic is syntactically correct, critical production gaps remain: no audioContext.resume() for browser compatibility, no stream.getTracks().forEach(track => stop()) cleanup on reconnection, and offscreen canvas is used without checking browser support (e.g., Safari fails).",3,3
